age_group,education_level,marital_status,sex,count
56,High School,Unmarried,Male,2631
56,High School,Unmarried,Female,1117
56,High School,With Spouse,Male,174984
56,High School,With Spouse,Female,132153
56,High School,Divorced,Male,6943
56,High School,Divorced,Female,8841
56,High School,Widowed,Male,2415
56,High School,Widowed,Female,7105
57,High School,Unmarried,Male,3171
57,High School,Unmarried,Female,1388
57,High School,With Spouse,Male,233925
57,High School,With Spouse,Female,178731
57,High School,Divorced,Male,8955
57,High School,Divorced,Female,11583
57,High School,Widowed,Male,3732
57,High School,Widowed,Female,10765
58,High School,Unmarried,Male,2321
58,High School,Unmarried,Female,951
58,High School,With Spouse,Male,186907
58,High School,With Spouse,Female,136796
58,High School,Divorced,Male,6536
58,High School,Divorced,Female,8166
58,High School,Widowed,Male,3330
58,High School,Widowed,Female,9282
59,High School,Unmarried,Male,1480
59,High School,Unmarried,Female,628
59,High School,With Spouse,Male,111296
59,High School,With Spouse,Female,85821
59,High School,Divorced,Male,4211
59,High School,Divorced,Female,5206
59,High School,Widowed,Male,2320
59,High School,Widowed,Female,6544
60,High School,Unmarried,Male,1562
60,High School,Unmarried,Female,634
60,High School,With Spouse,Male,141128
60,High School,With Spouse,Female,104952
60,High School,Divorced,Male,5112
60,High School,Divorced,Female,6106
60,High School,Widowed,Male,3446
60,High School,Widowed,Female,9057
61,High School,Unmarried,Male,1356
61,High School,Unmarried,Female,537
61,High School,With Spouse,Male,125755
61,High School,With Spouse,Female,89505
61,High School,Divorced,Male,4147
61,High School,Divorced,Female,4616
61,High School,Widowed,Male,3606
61,High School,Widowed,Female,8436
62,High School,Unmarried,Male,1356
62,High School,Unmarried,Female,564
62,High School,With Spouse,Male,143017
62,High School,With Spouse,Female,99529
62,High School,Divorced,Male,4331
62,High School,Divorced,Female,5046
62,High School,Widowed,Male,4448
62,High School,Widowed,Female,10085
63,High School,Unmarried,Male,1327
63,High School,Unmarried,Female,531
63,High School,With Spouse,Male,142741
63,High School,With Spouse,Female,96370
63,High School,Divorced,Male,3894
63,High School,Divorced,Female,4543
63,High School,Widowed,Male,4868
63,High School,Widowed,Female,10155
64,High School,Unmarried,Male,1001
64,High School,Unmarried,Female,453
64,High School,With Spouse,Male,114394
64,High School,With Spouse,Female,75603
64,High School,Divorced,Male,2847
64,High School,Divorced,Female,3394
64,High School,Widowed,Male,4341
64,High School,Widowed,Female,8802
15,College (Associate Degree),Unmarried,Male,11785
15,College (Associate Degree),Unmarried,Female,10278
15,College (Associate Degree),With Spouse,Male,2
15,College (Associate Degree),With Spouse,Female,5
15,College (Associate Degree),Divorced,Male,0
15,College (Associate Degree),Divorced,Female,0
15,College (Associate Degree),Widowed,Male,0
15,College (Associate Degree),Widowed,Female,0
16,College (Associate Degree),Unmarried,Male,25447
16,College (Associate Degree),Unmarried,Female,22425
16,College (Associate Degree),With Spouse,Male,14
16,College (Associate Degree),With Spouse,Female,13
16,College (Associate Degree),Divorced,Male,0
16,College (Associate Degree),Divorced,Female,1
16,College (Associate Degree),Widowed,Male,0
16,College (Associate Degree),Widowed,Female,0
17,College (Associate Degree),Unmarried,Male,49670
17,College (Associate Degree),Unmarried,Female,47459
17,College (Associate Degree),With Spouse,Male,27
17,College (Associate Degree),With Spouse,Female,66
17,College (Associate Degree),Divorced,Male,0
17,College (Associate Degree),Divorced,Female,0
17,College (Associate Degree),Widowed,Male,0
17,College (Associate Degree),Widowed,Female,0
18,College (Associate Degree),Unmarried,Male,152107
18,College (Associate Degree),Unmarried,Female,147211
18,College (Associate Degree),With Spouse,Male,99
18,College (Associate Degree),With Spouse,Female,222
18,College (Associate Degree),Divorced,Male,1
18,College (Associate Degree),Divorced,Female,3
18,College (Associate Degree),Widowed,Male,0
18,College (Associate Degree),Widowed,Female,0
19,College (Associate Degree),Unmarried,Male,233304
19,College (Associate Degree),Unmarried,Female,233236
19,College (Associate Degree),With Spouse,Male,268
19,College (Associate Degree),With Spouse,Female,763
19,College (Associate Degree),Divorced,Male,2
19,College (Associate Degree),Divorced,Female,6
19,College (Associate Degree),Widowed,Male,0
19,College (Associate Degree),Widowed,Female,3
20,College (Associate Degree),Unmarried,Male,235196
20,College (Associate Degree),Unmarried,Female,231139
20,College (Associate Degree),With Spouse,Male,763
20,College (Associate Degree),With Spouse,Female,2682
20,College (Associate Degree),Divorced,Male,6
20,College (Associate Degree),Divorced,Female,15
20,College (Associate Degree),Widowed,Male,2
20,College (Associate Degree),Widowed,Female,1
21,College (Associate Degree),Unmarried,Male,185086
21,College (Associate Degree),Unmarried,Female,181408
21,College (Associate Degree),With Spouse,Male,1991
21,College (Associate Degree),With Spouse,Female,6920
21,College (Associate Degree),Divorced,Male,14
21,College (Associate Degree),Divorced,Female,40
21,College (Associate Degree),Widowed,Male,0
21,College (Associate Degree),Widowed,Female,1
22,College (Associate Degree),Unmarried,Male,176767
22,College (Associate Degree),Unmarried,Female,170549
22,College (Associate Degree),With Spouse,Male,5715
22,College (Associate Degree),With Spouse,Female,15589
22,College (Associate Degree),Divorced,Male,27
22,College (Associate Degree),Divorced,Female,95
22,College (Associate Degree),Widowed,Male,0
22,College (Associate Degree),Widowed,Female,7
23,College (Associate Degree),Unmarried,Male,163041
23,College (Associate Degree),Unmarried,Female,152293
23,College (Associate Degree),With Spouse,Male,12290
23,College (Associate Degree),With Spouse,Female,28608
23,College (Associate Degree),Divorced,Male,59
23,College (Associate Degree),Divorced,Female,178
23,College (Associate Degree),Widowed,Male,1
23,College (Associate Degree),Widowed,Female,11
24,College (Associate Degree),Unmarried,Male,152298
24,College (Associate Degree),Unmarried,Female,133991
24,College (Associate Degree),With Spouse,Male,22435
24,College (Associate Degree),With Spouse,Female,46036
24,College (Associate Degree),Divorced,Male,131
24,College (Associate Degree),Divorced,Female,400
24,College (Associate Degree),Widowed,Male,5
24,College (Associate Degree),Widowed,Female,16
25,College (Associate Degree),Unmarried,Male,144856
25,College (Associate Degree),Unmarried,Female,117752
25,College (Associate Degree),With Spouse,Male,38990
25,College (Associate Degree),With Spouse,Female,69822
25,College (Associate Degree),Divorced,Male,330
25,College (Associate Degree),Divorced,Female,686
25,College (Associate Degree),Widowed,Male,13
25,College (Associate Degree),Widowed,Female,28
26,College (Associate Degree),Unmarried,Male,118789
26,College (Associate Degree),Unmarried,Female,87873
26,College (Associate Degree),With Spouse,Male,54205
26,College (Associate Degree),With Spouse,Female,85833
26,College (Associate Degree),Divorced,Male,496
26,College (Associate Degree),Divorced,Female,1119
26,College (Associate Degree),Widowed,Male,2
26,College (Associate Degree),Widowed,Female,42
27,College (Associate Degree),Unmarried,Male,104407
27,College (Associate Degree),Unmarried,Female,70757
27,College (Associate Degree),With Spouse,Male,76418
27,College (Associate Degree),With Spouse,Female,109644
27,College (Associate Degree),Divorced,Male,835
27,College (Associate Degree),Divorced,Female,1559
27,College (Associate Degree),Widowed,Male,21
27,College (Associate Degree),Widowed,Female,41
28,College (Associate Degree),Unmarried,Male,85441
28,College (Associate Degree),Unmarried,Female,53783
28,College (Associate Degree),With Spouse,Male,96088
28,College (Associate Degree),With Spouse,Female,125958
28,College (Associate Degree),Divorced,Male,1354
28,College (Associate Degree),Divorced,Female,2181
28,College (Associate Degree),Widowed,Male,24
28,College (Associate Degree),Widowed,Female,73
29,College (Associate Degree),Unmarried,Male,71619
29,College (Associate Degree),Unmarried,Female,42702
29,College (Associate Degree),With Spouse,Male,118092
29,College (Associate Degree),With Spouse,Female,143292
29,College (Associate Degree),Divorced,Male,1897
29,College (Associate Degree),Divorced,Female,2844
29,College (Associate Degree),Widowed,Male,24
29,College (Associate Degree),Widowed,Female,91
30,College (Associate Degree),Unmarried,Male,69434
30,College (Associate Degree),Unmarried,Female,40384
30,College (Associate Degree),With Spouse,Male,160906
30,College (Associate Degree),With Spouse,Female,186590
30,College (Associate Degree),Divorced,Male,3006
30,College (Associate Degree),Divorced,Female,4167
30,College (Associate Degree),Widowed,Male,44
30,College (Associate Degree),Widowed,Female,124
31,College (Associate Degree),Unmarried,Male,51351
31,College (Associate Degree),Unmarried,Female,30016
31,College (Associate Degree),With Spouse,Male,166082
31,College (Associate Degree),With Spouse,Female,185877
31,College (Associate Degree),Divorced,Male,3584
31,College (Associate Degree),Divorced,Female,4874
31,College (Associate Degree),Widowed,Male,48
31,College (Associate Degree),Widowed,Female,179
32,College (Associate Degree),Unmarried,Male,38438
32,College (Associate Degree),Unmarried,Female,22605
32,College (Associate Degree),With Spouse,Male,161614
32,College (Associate Degree),With Spouse,Female,174207
32,College (Associate Degree),Divorced,Male,4073
32,College (Associate Degree),Divorced,Female,5377
32,College (Associate Degree),Widowed,Male,62
32,College (Associate Degree),Widowed,Female,212
33,College (Associate Degree),Unmarried,Male,32369
33,College (Associate Degree),Unmarried,Female,19069
33,College (Associate Degree),With Spouse,Male,176294
33,College (Associate Degree),With Spouse,Female,184154
33,College (Associate Degree),Divorced,Male,4918
33,College (Associate Degree),Divorced,Female,6328
33,College (Associate Degree),Widowed,Male,72
33,College (Associate Degree),Widowed,Female,224
34,College (Associate Degree),Unmarried,Male,22988
34,College (Associate Degree),Unmarried,Female,13862
34,College (Associate Degree),With Spouse,Male,152429
34,College (Associate Degree),With Spouse,Female,154031
34,College (Associate Degree),Divorced,Male,4593
34,College (Associate Degree),Divorced,Female,5909
34,College (Associate Degree),Widowed,Male,84
34,College (Associate Degree),Widowed,Female,235
35,College (Associate Degree),Unmarried,Male,15946
35,College (Associate Degree),Unmarried,Female,9812
35,College (Associate Degree),With Spouse,Male,125395
35,College (Associate Degree),With Spouse,Female,121752
35,College (Associate Degree),Divorced,Male,4227
35,College (Associate Degree),Divorced,Female,5161
35,College (Associate Degree),Widowed,Male,55
35,College (Associate Degree),Widowed,Female,228
36,College (Associate Degree),Unmarried,Male,12744
36,College (Associate Degree),Unmarried,Female,8442
36,College (Associate Degree),With Spouse,Male,120925
36,College (Associate Degree),With Spouse,Female,115153
36,College (Associate Degree),Divorced,Male,4071
36,College (Associate Degree),Divorced,Female,5161
36,College (Associate Degree),Widowed,Male,72
36,College (Associate Degree),Widowed,Female,267
37,College (Associate Degree),Unmarried,Male,10676
37,College (Associate Degree),Unmarried,Female,7255
37,College (Associate Degree),With Spouse,Male,115865
37,College (Associate Degree),With Spouse,Female,111367
37,College (Associate Degree),Divorced,Male,4307
37,College (Associate Degree),Divorced,Female,5592
37,College (Associate Degree),Widowed,Male,71
37,College (Associate Degree),Widowed,Female,310
38,College (Associate Degree),Unmarried,Male,9731
38,College (Associate Degree),Unmarried,Female,7040
38,College (Associate Degree),With Spouse,Male,130180
38,College (Associate Degree),With Spouse,Female,123910
38,College (Associate Degree),Divorced,Male,5228
38,College (Associate Degree),Divorced,Female,6510
38,College (Associate Degree),Widowed,Male,82
38,College (Associate Degree),Widowed,Female,344
39,College (Associate Degree),Unmarried,Male,6610
39,College (Associate Degree),Unmarried,Female,5116
39,College (Associate Degree),With Spouse,Male,106809
39,College (Associate Degree),With Spouse,Female,101316
39,College (Associate Degree),Divorced,Male,4038
39,College (Associate Degree),Divorced,Female,5544
39,College (Associate Degree),Widowed,Male,71
39,College (Associate Degree),Widowed,Female,319
40,College (Associate Degree),Unmarried,Male,5163
40,College (Associate Degree),Unmarried,Female,4109
40,College (Associate Degree),With Spouse,Male,94690
40,College (Associate Degree),With Spouse,Female,88489
40,College (Associate Degree),Divorced,Male,3731
40,College (Associate Degree),Divorced,Female,5041
40,College (Associate Degree),Widowed,Male,84
40,College (Associate Degree),Widowed,Female,383
41,College (Associate Degree),Unmarried,Male,4324
41,College (Associate Degree),Unmarried,Female,3551
41,College (Associate Degree),With Spouse,Male,99686
41,College (Associate Degree),With Spouse,Female,90660
41,College (Associate Degree),Divorced,Male,3971
41,College (Associate Degree),Divorced,Female,5505
41,College (Associate Degree),Widowed,Male,88
41,College (Associate Degree),Widowed,Female,472
42,College (Associate Degree),Unmarried,Male,3632
42,College (Associate Degree),Unmarried,Female,2915
42,College (Associate Degree),With Spouse,Male,92043
42,College (Associate Degree),With Spouse,Female,81925
42,College (Associate Degree),Divorced,Male,3673
42,College (Associate Degree),Divorced,Female,5220
42,College (Associate Degree),Widowed,Male,126
42,College (Associate Degree),Widowed,Female,476
43,College (Associate Degree),Unmarried,Male,2804
43,College (Associate Degree),Unmarried,Female,2347
43,College (Associate Degree),With Spouse,Male,82998
43,College (Associate Degree),With Spouse,Female,72360
43,College (Associate Degree),Divorced,Male,3402
43,College (Associate Degree),Divorced,Female,4864
43,College (Associate Degree),Widowed,Male,118
43,College (Associate Degree),Widowed,Female,484
44,College (Associate Degree),Unmarried,Male,2648
44,College (Associate Degree),Unmarried,Female,2174
44,College (Associate Degree),With Spouse,Male,87326
44,College (Associate Degree),With Spouse,Female,72685
44,College (Associate Degree),Divorced,Male,3515
44,College (Associate Degree),Divorced,Female,4991
44,College (Associate Degree),Widowed,Male,135
44,College (Associate Degree),Widowed,Female,549
45,College (Associate Degree),Unmarried,Male,2474
45,College (Associate Degree),Unmarried,Female,1973
45,College (Associate Degree),With Spouse,Male,83292
45,College (Associate Degree),With Spouse,Female,67816
45,College (Associate Degree),Divorced,Male,3281
45,College (Associate Degree),Divorced,Female,4905
45,College (Associate Degree),Widowed,Male,146
45,College (Associate Degree),Widowed,Female,627
46,College (Associate Degree),Unmarried,Male,2226
46,College (Associate Degree),Unmarried,Female,1827
46,College (Associate Degree),With Spouse,Male,85147
46,College (Associate Degree),With Spouse,Female,67191
46,College (Associate Degree),Divorced,Male,3259
46,College (Associate Degree),Divorced,Female,5034
46,College (Associate Degree),Widowed,Male,172
46,College (Associate Degree),Widowed,Female,681
47,College (Associate Degree),Unmarried,Male,2126
47,College (Associate Degree),Unmarried,Female,1922
47,College (Associate Degree),With Spouse,Male,85674
47,College (Associate Degree),With Spouse,Female,66728
47,College (Associate Degree),Divorced,Male,3367
47,College (Associate Degree),Divorced,Female,5292
47,College (Associate Degree),Widowed,Male,187
47,College (Associate Degree),Widowed,Female,798
48,College (Associate Degree),Unmarried,Male,1944
48,College (Associate Degree),Unmarried,Female,1562
48,College (Associate Degree),With Spouse,Male,82638
48,College (Associate Degree),With Spouse,Female,62959
48,College (Associate Degree),Divorced,Male,3321
48,College (Associate Degree),Divorced,Female,4998
48,College (Associate Degree),Widowed,Male,193
48,College (Associate Degree),Widowed,Female,875
49,College (Associate Degree),Unmarried,Male,1706
49,College (Associate Degree),Unmarried,Female,1406
49,College (Associate Degree),With Spouse,Male,79106
49,College (Associate Degree),With Spouse,Female,59577
49,College (Associate Degree),Divorced,Male,3229
49,College (Associate Degree),Divorced,Female,4825
49,College (Associate Degree),Widowed,Male,228
49,College (Associate Degree),Widowed,Female,863
50,College (Associate Degree),Unmarried,Male,1542
50,College (Associate Degree),Unmarried,Female,1269
50,College (Associate Degree),With Spouse,Male,77797
50,College (Associate Degree),With Spouse,Female,58019
50,College (Associate Degree),Divorced,Male,3092
50,College (Associate Degree),Divorced,Female,4887
50,College (Associate Degree),Widowed,Male,271
50,College (Associate Degree),Widowed,Female,1056
51,College (Associate Degree),Unmarried,Male,1110
51,College (Associate Degree),Unmarried,Female,798
51,College (Associate Degree),With Spouse,Male,67166
51,College (Associate Degree),With Spouse,Female,48787
51,College (Associate Degree),Divorced,Male,2635
51,College (Associate Degree),Divorced,Female,4080
51,College (Associate Degree),Widowed,Male,305
51,College (Associate Degree),Widowed,Female,1051
52,College (Associate Degree),Unmarried,Male,1021
52,College (Associate Degree),Unmarried,Female,774
52,College (Associate Degree),With Spouse,Male,66855
52,College (Associate Degree),With Spouse,Female,47435
52,College (Associate Degree),Divorced,Male,2564
52,College (Associate Degree),Divorced,Female,3798
52,College (Associate Degree),Widowed,Male,309
52,College (Associate Degree),Widowed,Female,1130
53,College (Associate Degree),Unmarried,Male,646
53,College (Associate Degree),Unmarried,Female,461
53,College (Associate Degree),With Spouse,Male,47697
53,College (Associate Degree),With Spouse,Female,32305
53,College (Associate Degree),Divorced,Male,1717
53,College (Associate Degree),Divorced,Female,2521
53,College (Associate Degree),Widowed,Male,204
53,College (Associate Degree),Widowed,Female,889
54,College (Associate Degree),Unmarried,Male,619
54,College (Associate Degree),Unmarried,Female,421
54,College (Associate Degree),With Spouse,Male,53771
54,College (Associate Degree),With Spouse,Female,35544
54,College (Associate Degree),Divorced,Male,1746
54,College (Associate Degree),Divorced,Female,2685
54,College (Associate Degree),Widowed,Male,313
54,College (Associate Degree),Widowed,Female,1126
55,College (Associate Degree),Unmarried,Male,528
55,College (Associate Degree),Unmarried,Female,398
55,College (Associate Degree),With Spouse,Male,55933
55,College (Associate Degree),With Spouse,Female,35807
55,College (Associate Degree),Divorced,Male,1847
55,College (Associate Degree),Divorced,Female,2683
55,College (Associate Degree),Widowed,Male,421
55,College (Associate Degree),Widowed,Female,1282
56,College (Associate Degree),Unmarried,Male,587
56,College (Associate Degree),Unmarried,Female,397
56,College (Associate Degree),With Spouse,Male,59113
56,College (Associate Degree),With Spouse,Female,37111
56,College (Associate Degree),Divorced,Male,1911
56,College (Associate Degree),Divorced,Female,2792
56,College (Associate Degree),Widowed,Male,440
56,College (Associate Degree),Widowed,Female,1484
57,College (Associate Degree),Unmarried,Male,586
57,College (Associate Degree),Unmarried,Female,448
57,College (Associate Degree),With Spouse,Male,69356
57,College (Associate Degree),With Spouse,Female,43113
57,College (Associate Degree),Divorced,Male,2181
57,College (Associate Degree),Divorced,Female,3310
57,College (Associate Degree),Widowed,Male,640
57,College (Associate Degree),Widowed,Female,1783
58,College (Associate Degree),Unmarried,Male,428
58,College (Associate Degree),Unmarried,Female,288
58,College (Associate Degree),With Spouse,Male,47553
58,College (Associate Degree),With Spouse,Female,28040
58,College (Associate Degree),Divorced,Male,1427
58,College (Associate Degree),Divorced,Female,1999
58,College (Associate Degree),Widowed,Male,476
58,College (Associate Degree),Widowed,Female,1330
59,College (Associate Degree),Unmarried,Male,200
59,College (Associate Degree),Unmarried,Female,189
59,College (Associate Degree),With Spouse,Male,25965
59,College (Associate Degree),With Spouse,Female,15394
59,College (Associate Degree),Divorced,Male,853
59,College (Associate Degree),Divorced,Female,1168
59,College (Associate Degree),Widowed,Male,283
59,College (Associate Degree),Widowed,Female,847
60,College (Associate Degree),Unmarried,Male,213
60,College (Associate Degree),Unmarried,Female,189
60,College (Associate Degree),With Spouse,Male,30042
60,College (Associate Degree),With Spouse,Female,17152
60,College (Associate Degree),Divorced,Male,971
60,College (Associate Degree),Divorced,Female,1213
60,College (Associate Degree),Widowed,Male,429
60,College (Associate Degree),Widowed,Female,1063
61,College (Associate Degree),Unmarried,Male,158
61,College (Associate Degree),Unmarried,Female,161
61,College (Associate Degree),With Spouse,Male,26310
61,College (Associate Degree),With Spouse,Female,14065
61,College (Associate Degree),Divorced,Male,732
61,College (Associate Degree),Divorced,Female,950
61,College (Associate Degree),Widowed,Male,403
61,College (Associate Degree),Widowed,Female,953
62,College (Associate Degree),Unmarried,Male,172
62,College (Associate Degree),Unmarried,Female,163
62,College (Associate Degree),With Spouse,Male,32069
62,College (Associate Degree),With Spouse,Female,17107
62,College (Associate Degree),Divorced,Male,843
62,College (Associate Degree),Divorced,Female,1054
62,College (Associate Degree),Widowed,Male,549
62,College (Associate Degree),Widowed,Female,1282
63,College (Associate Degree),Unmarried,Male,198
63,College (Associate Degree),Unmarried,Female,184
63,College (Associate Degree),With Spouse,Male,34651
63,College (Associate Degree),With Spouse,Female,18453
63,College (Associate Degree),Divorced,Male,829
63,College (Associate Degree),Divorced,Female,1138
63,College (Associate Degree),Widowed,Male,704
63,College (Associate Degree),Widowed,Female,1431
64,College (Associate Degree),Unmarried,Male,161
64,College (Associate Degree),Unmarried,Female,174
64,College (Associate Degree),With Spouse,Male,31505
64,College (Associate Degree),With Spouse,Female,16326
64,College (Associate Degree),Divorced,Male,758
64,College (Associate Degree),Divorced,Female,967
64,College (Associate Degree),Widowed,Male,708
64,College (Associate Degree),Widowed,Female,1471
15,Bachelor's degree,Unmarried,Male,891
15,Bachelor's degree,Unmarried,Female,972
15,Bachelor's degree,With Spouse,Male,4
15,Bachelor's degree,With Spouse,Female,2
15,Bachelor's degree,Divorced,Male,0
15,Bachelor's degree,Divorced,Female,0
15,Bachelor's degree,Widowed,Male,1
15,Bachelor's degree,Widowed,Female,0
16,Bachelor's degree,Unmarried,Male,2337
16,Bachelor's degree,Unmarried,Female,2594
16,Bachelor's degree,With Spouse,Male,4
16,Bachelor's degree,With Spouse,Female,3
16,Bachelor's degree,Divorced,Male,0
16,Bachelor's degree,Divorced,Female,0
16,Bachelor's degree,Widowed,Male,0
16,Bachelor's degree,Widowed,Female,0
17,Bachelor's degree,Unmarried,Male,16856
17,Bachelor's degree,Unmarried,Female,22019
17,Bachelor's degree,With Spouse,Male,10
17,Bachelor's degree,With Spouse,Female,8
17,Bachelor's degree,Divorced,Male,0
17,Bachelor's degree,Divorced,Female,0
17,Bachelor's degree,Widowed,Male,0
17,Bachelor's degree,Widowed,Female,0
18,Bachelor's degree,Unmarried,Male,109163
18,Bachelor's degree,Unmarried,Female,128652
18,Bachelor's degree,With Spouse,Male,24
18,Bachelor's degree,With Spouse,Female,39
18,Bachelor's degree,Divorced,Male,1
18,Bachelor's degree,Divorced,Female,2
18,Bachelor's degree,Widowed,Male,0
18,Bachelor's degree,Widowed,Female,0
19,Bachelor's degree,Unmarried,Male,195236
19,Bachelor's degree,Unmarried,Female,228757
19,Bachelor's degree,With Spouse,Male,53
19,Bachelor's degree,With Spouse,Female,130
19,Bachelor's degree,Divorced,Male,0
19,Bachelor's degree,Divorced,Female,1
19,Bachelor's degree,Widowed,Male,0
19,Bachelor's degree,Widowed,Female,0
20,Bachelor's degree,Unmarried,Male,230297
20,Bachelor's degree,Unmarried,Female,269564
20,Bachelor's degree,With Spouse,Male,151
20,Bachelor's degree,With Spouse,Female,356
20,Bachelor's degree,Divorced,Male,3
20,Bachelor's degree,Divorced,Female,1
20,Bachelor's degree,Widowed,Male,0
20,Bachelor's degree,Widowed,Female,0
21,Bachelor's degree,Unmarried,Male,214646
21,Bachelor's degree,Unmarried,Female,249609
21,Bachelor's degree,With Spouse,Male,372
21,Bachelor's degree,With Spouse,Female,1167
21,Bachelor's degree,Divorced,Male,3
21,Bachelor's degree,Divorced,Female,11
21,Bachelor's degree,Widowed,Male,0
21,Bachelor's degree,Widowed,Female,2
22,Bachelor's degree,Unmarried,Male,181785
22,Bachelor's degree,Unmarried,Female,208664
22,Bachelor's degree,With Spouse,Male,1165
22,Bachelor's degree,With Spouse,Female,3447
22,Bachelor's degree,Divorced,Male,12
22,Bachelor's degree,Divorced,Female,12
22,Bachelor's degree,Widowed,Male,0
22,Bachelor's degree,Widowed,Female,0
23,Bachelor's degree,Unmarried,Male,146319
23,Bachelor's degree,Unmarried,Female,165877
23,Bachelor's degree,With Spouse,Male,3470
23,Bachelor's degree,With Spouse,Female,8100
23,Bachelor's degree,Divorced,Male,17
23,Bachelor's degree,Divorced,Female,44
23,Bachelor's degree,Widowed,Male,0
23,Bachelor's degree,Widowed,Female,2
24,Bachelor's degree,Unmarried,Male,130087
24,Bachelor's degree,Unmarried,Female,145649
24,Bachelor's degree,With Spouse,Male,8246
24,Bachelor's degree,With Spouse,Female,18466
24,Bachelor's degree,Divorced,Male,33
24,Bachelor's degree,Divorced,Female,115
24,Bachelor's degree,Widowed,Male,0
24,Bachelor's degree,Widowed,Female,3
25,Bachelor's degree,Unmarried,Male,126875
25,Bachelor's degree,Unmarried,Female,134028
25,Bachelor's degree,With Spouse,Male,18531
25,Bachelor's degree,With Spouse,Female,36818
25,Bachelor's degree,Divorced,Male,79
25,Bachelor's degree,Divorced,Female,233
25,Bachelor's degree,Widowed,Male,3
25,Bachelor's degree,Widowed,Female,2
26,Bachelor's degree,Unmarried,Male,109288
26,Bachelor's degree,Unmarried,Female,109694
26,Bachelor's degree,With Spouse,Male,32664
26,Bachelor's degree,With Spouse,Female,57448
26,Bachelor's degree,Divorced,Male,175
26,Bachelor's degree,Divorced,Female,392
26,Bachelor's degree,Widowed,Male,2
26,Bachelor's degree,Widowed,Female,16
27,Bachelor's degree,Unmarried,Male,97190
27,Bachelor's degree,Unmarried,Female,90085
27,Bachelor's degree,With Spouse,Male,53135
27,Bachelor's degree,With Spouse,Female,84603
27,Bachelor's degree,Divorced,Male,352
27,Bachelor's degree,Divorced,Female,670
27,Bachelor's degree,Widowed,Male,3
27,Bachelor's degree,Widowed,Female,10
28,Bachelor's degree,Unmarried,Male,80551
28,Bachelor's degree,Unmarried,Female,68464
28,Bachelor's degree,With Spouse,Male,73645
28,Bachelor's degree,With Spouse,Female,104406
28,Bachelor's degree,Divorced,Male,571
28,Bachelor's degree,Divorced,Female,1088
28,Bachelor's degree,Widowed,Male,9
28,Bachelor's degree,Widowed,Female,26
29,Bachelor's degree,Unmarried,Male,63813
29,Bachelor's degree,Unmarried,Female,52215
29,Bachelor's degree,With Spouse,Male,93365
29,Bachelor's degree,With Spouse,Female,119707
29,Bachelor's degree,Divorced,Male,857
29,Bachelor's degree,Divorced,Female,1509
29,Bachelor's degree,Widowed,Male,10
29,Bachelor's degree,Widowed,Female,38
30,Bachelor's degree,Unmarried,Male,59361
30,Bachelor's degree,Unmarried,Female,47286
30,Bachelor's degree,With Spouse,Male,128390
30,Bachelor's degree,With Spouse,Female,154472
30,Bachelor's degree,Divorced,Male,1421
30,Bachelor's degree,Divorced,Female,2393
30,Bachelor's degree,Widowed,Male,18
30,Bachelor's degree,Widowed,Female,61
31,Bachelor's degree,Unmarried,Male,43069
31,Bachelor's degree,Unmarried,Female,34787
31,Bachelor's degree,With Spouse,Male,136569
31,Bachelor's degree,With Spouse,Female,156299
31,Bachelor's degree,Divorced,Male,1861
31,Bachelor's degree,Divorced,Female,2984
31,Bachelor's degree,Widowed,Male,24
31,Bachelor's degree,Widowed,Female,69
32,Bachelor's degree,Unmarried,Male,31507
32,Bachelor's degree,Unmarried,Female,26250
32,Bachelor's degree,With Spouse,Male,138077
32,Bachelor's degree,With Spouse,Female,150737
32,Bachelor's degree,Divorced,Male,2223
32,Bachelor's degree,Divorced,Female,3595
32,Bachelor's degree,Widowed,Male,25
32,Bachelor's degree,Widowed,Female,108
33,Bachelor's degree,Unmarried,Male,25835
33,Bachelor's degree,Unmarried,Female,21799
33,Bachelor's degree,With Spouse,Male,153869
33,Bachelor's degree,With Spouse,Female,160969
33,Bachelor's degree,Divorced,Male,2782
33,Bachelor's degree,Divorced,Female,4334
33,Bachelor's degree,Widowed,Male,40
33,Bachelor's degree,Widowed,Female,136
34,Bachelor's degree,Unmarried,Male,18561
34,Bachelor's degree,Unmarried,Female,15995
34,Bachelor's degree,With Spouse,Male,139605
34,Bachelor's degree,With Spouse,Female,140144
34,Bachelor's degree,Divorced,Male,2863
34,Bachelor's degree,Divorced,Female,4455
34,Bachelor's degree,Widowed,Male,51
34,Bachelor's degree,Widowed,Female,137
35,Bachelor's degree,Unmarried,Male,13745
35,Bachelor's degree,Unmarried,Female,11857
35,Bachelor's degree,With Spouse,Male,122397
35,Bachelor's degree,With Spouse,Female,117442
35,Bachelor's degree,Divorced,Male,2699
35,Bachelor's degree,Divorced,Female,3978
35,Bachelor's degree,Widowed,Male,42
35,Bachelor's degree,Widowed,Female,146
36,Bachelor's degree,Unmarried,Male,11115
36,Bachelor's degree,Unmarried,Female,10191
36,Bachelor's degree,With Spouse,Male,124117
36,Bachelor's degree,With Spouse,Female,115707
36,Bachelor's degree,Divorced,Male,2965
36,Bachelor's degree,Divorced,Female,4341
36,Bachelor's degree,Widowed,Male,46
36,Bachelor's degree,Widowed,Female,180
37,Bachelor's degree,Unmarried,Male,9470
37,Bachelor's degree,Unmarried,Female,8964
37,Bachelor's degree,With Spouse,Male,120814
