industry_cn,industry_en,section_header,metric,unit,value
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Added Value | added,,236.42
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Total Assets | Total | Assets,,1645.28
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | Total | Circulating | Funds,,230.28
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | average annual balance | Annual | Average Balance | of Circulating | Funds,,231.3
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Fixed Assets | original price | Original | of Fixed | Assets,,1612.69
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Net book value of fixed assets | average annual balance | Annual Average | Balance of | Net Value of | Fixed Assets,(100 million yuan),1166.01
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Total Liabilities | Total | Liabilities,,1207.27
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Current Liabilities | Total | Liquid | Liabilities,,391.48
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Owner's equity | Equity | Creditors' | Equity,,438.01
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Income | Main | Business | Revenue,,576.08
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Cost | Main | Business | Cost,,471.28
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Taxes and Surcharges | Main | Business | Tax and | Charges,,4.56
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,Profit Total | Total | Profits,,44.3
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,This Year's Tax Payable | Value-added Tax | Value-added | Tax | Payable,,45.54
"Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power and Heat,Recycling and Processing of Waste Resources and Scrap Materials,"Average number of employees (10,000 people) | Average number of employees (10,000 people) | Annual Average | Employed | Persons | (10 000 persons)",(100 million yuan),10.04
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Number of Enterprises | (piece) | Number of | (unit),(unit),38.0
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Total industrial output value | Gross | Output,,16.42
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Added Value | added,,5.04
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Total Assets | Total | Assets,,24.36
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | Total | Circulating | Funds,,8.28
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | average annual balance | Annual | Average Balance | of Circulating | Funds,,7.91
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Fixed Assets | original price | Original | of Fixed | Assets,,15.38
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Net book value of fixed assets | average annual balance | Annual Average | Balance of | Net Value of | Fixed Assets,(100 million yuan),9.21
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Total Liabilities | Total | Liabilities,,13.69
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Current Liabilities | Total | Liquid | Liabilities,,8.96
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Owner's equity | Equity | Creditors' | Equity,,10.67
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Income | Main | Business | Revenue,,17.33
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Cost | Main | Business | Cost,,12.94
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Taxes and Surcharges | Main | Business | Tax and | Charges,,0.16
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,Profit Total | Total | Profits,,1.53
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,This Year's Tax Payable | Value-added Tax | Value-added | Tax | Payable,,0.51
Gas Production and Supply Industry,Production and Supply of Gas,Recycling and Processing of Waste Resources and Scrap Materials,"Average number of employees (10,000 people) | Average number of employees (10,000 people) | Annual Average | Employed | Persons | (10 000 persons)",(100 million yuan),0.56
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Number of Enterprises | (piece) | Number of | (unit),(unit),97.0
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Total industrial output value | Gross | Output,,15.69
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Added Value | added,,6.78
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Total Assets | Total | Assets,,78.38
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | Total | Circulating | Funds,,18.86
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Current assets | average annual balance | Annual | Average Balance | of Circulating | Funds,,17.0
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Fixed Assets | original price | Original | of Fixed | Assets,,70.78
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Net book value of fixed assets | average annual balance | Annual Average | Balance of | Net Value of | Fixed Assets,(100 million yuan),47.4
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Total Liabilities | Total | Liabilities,,41.15
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Current Liabilities | Total | Liquid | Liabilities,,17.56
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Owner's equity | Equity | Creditors' | Equity,,37.23
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Income | Main | Business | Revenue,,15.23
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Cost | Main | Business | Cost,,11.96
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Main business operations | Taxes and Surcharges | Main | Business | Tax and | Charges,,0.14
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,Profit Total | Total | Profits,,0.67
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,This Year's Tax Payable | Value-added Tax | Value-added | Tax | Payable,,0.75
Water Production and Supply Industry,Production and Supply of Tap Water,Recycling and Processing of Waste Resources and Scrap Materials,"Average number of employees (10,000 people) | Average number of employees (10,000 people) | Annual Average | Employed | Persons | (10 000 persons)",(100 million yuan),1.33
