column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
965,2022-09-23,9,Western medicine,Zhengzhou Software Network Company,Xie Tang Syrup,10ml*6 bottles,Box,100.0,29.8,2980.0,"Baoding Traditional Chinese Medicine Pharmaceutical Co., Ltd.",Negotiation Table,10100325.0,2019.08.15,Zhu Mingwei,18903865502.0,nan,Xie Tang Syrup,10ml*6 bottles,Baoding Traditional Chinese Medicine,"State Control, Hengyuan",29.8,nan,Cash quarterly return 20%,0.2,1465.0,nan
966,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,400.0,42.77,17108.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
967,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Amlodipine Besylate Tablets,5mg*7 tablets,Box,50.0,24.01,1200.5,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
968,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Danhong Injection,10ml,piece,1080.0,16.92,18273.6,"Shandong Danhong Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2020.10.23,Wang Mingzhi,18538310756.0,nan,Danhong Injection,10ml*10 vials,Shandong Danhong,"China Resources, Hengyuan",38.7,"The price was reduced to 17.32 yuan in March 2021, and the rebate is still collected at 17.6%.",0.176,0.176,171.0,"Starting from January 2022, return 30%."
969,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Butylphthalide Sodium Chloride Injection,100ml: Butylphthalide 25mg and Sodium Chloride 0.9g,Bottle,50.0,139.0,6950.0,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200127.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Sodium Chloride Injection,100ml/bottle,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",285.3,nan,"60 days return, cash 5%",0.05,1504.0,nan
970,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,30.0,80.64,2419.2,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200127.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
971,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Polysaccharide Iron Complex Capsules,0.15g*10 tablets*1 strip,Box,100.0,28.56,2856.0,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.07.02,Zhao Pei,18737109559.0,Re-sign rebate 5 yuan,Polysaccharide Iron Complex Capsules,0.15g*10s,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",China Resources,28.56,1174 boxes/month,"A return of 5 yuan per box, cash monthly return",,226.0,nan
972,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Fulekai Mixture,150ml,Bottle,400.0,27.4,10960.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
973,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Kangfu Gel,3g*3 pieces,Box,80.0,33.38,2670.4,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
974,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Kangfuyan Capsules,0.4g (herb slice 3.144g) * 24 pieces * 2 strips,Box,20.0,28.0,560.0,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Kangfuyan Capsules,48s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",28.59,nan,0.1,0.1,517.0,nan
975,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Musk Pursue Wind Pain Relief Plaster,(7cm*10cm)*4 pieces,Box,40.0,48.0,1920.0,"Chongqing Hila Pharmaceutical Co., Ltd.",Negotiation Table,10100330.0,2020.04.26,Liu Wenlong,15938724934.0,nan,Musk Pursue Wind Pain Relief Plaster,4 Attachments,"Chongqing Hila Pharmaceutical Co., Ltd.","China Resources, National Control",48.0,nan,"Seasonal return, cash, 10 yuan per box",,1580.0,nan
976,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Xingpi Yang'er Granules,2g*18 bags,Box,100.0,25.52,2552.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Yang'er Granules,2g/18 bags,Guizhou Jianxing,China Resources,25.52,nan,"Cash monthly return, 3.6 yuan per box",,1533.0,nan
977,2022-09-23,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Pioglitazone Hydrochloride Tablets,15mg*15 tablets,Box,10.0,28.13,281.3,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10200844.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Pioglitazone Hydrochloride Tablets,15mg*7 tablets,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",13.47,Enter centralized procurement with no policy,"Quarter, this policy of 1 yuan will be implemented starting from August 1st.",,1118.0,nan
978,2022-09-23,9,Western medicine,Zhengzhou Linzhanshan Community Network,Cefixime Granules,50mg*12 Bags,Box,100.0,25.0,2500.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
979,2022-09-23,9,Western medicine,Zhengzhou Linzhanshan Community Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,320.0,42.77,13686.4,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
980,2022-09-23,9,Western medicine,Zhengzhou Linzhanshan Community Network,Bailing Capsules,0.5g*14粒*3板,Box,100.0,43.26,4326.0,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Bailing Capsules,0.5g*42 pcs,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",65.05,nan,"Quarter, this policy of 3 yuan will be implemented starting from August 1st.",,72.0,nan
981,2022-09-23,9,Western medicine,Zhengzhou Linzhanshan Community Network,Amlodipine Besylate Tablets,5mg*7 tablets,Box,100.0,24.01,2401.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
982,2022-09-23,9,Western medicine,Zhengzhou Linzhanshan Community Network,Danhong Injection,10ml,piece,1080.0,16.92,18273.6,"Shandong Danhong Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2020.10.23,Wang Mingzhi,18538310756.0,nan,Danhong Injection,10ml*10 vials,Shandong Danhong,"China Resources, Hengyuan",38.7,"The price was reduced to 17.32 yuan in March 2021, and the rebate is still collected at 17.6%.",0.176,0.176,171.0,"Starting from January 2022, return 30%."
983,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,400.0,42.77,17108.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
984,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Bailing Capsules,0.5g*14粒*3板,Box,100.0,43.26,4326.0,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Bailing Capsules,0.5g*42 pcs,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",65.05,nan,"Quarter, this policy of 3 yuan will be implemented starting from August 1st.",,72.0,nan
985,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Amlodipine Besylate Tablets,5mg*7 tablets,Box,100.0,24.01,2401.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
986,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,60.0,80.64,4838.4,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
987,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Polysaccharide Iron Complex Capsules,0.15g*10 tablets*1 strip,Box,50.0,28.56,1428.0,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.07.02,Zhao Pei,18737109559.0,Re-sign rebate 5 yuan,Polysaccharide Iron Complex Capsules,0.15g*10s,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",China Resources,28.56,1174 boxes/month,"A return of 5 yuan per box, cash monthly return",,226.0,nan
988,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,20.0,51.8,1036.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,50 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",26.92,nan,"2.5 RMB per box, quarterly return, cash",,,nan
989,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,20.0,51.8,1036.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,100 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",51.8,148 boxes/month,"5 USD/box, quarterly return, cash",,399.0,nan
990,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Red Nucleus Women's Cleansing Solution,150ml*1 bottle (with a set of irrigation equipment),Box,30.0,27.14,814.2,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Red Nucleus Women's Cleansing Solution,150ml,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",27.14,nan,0.1,0.1,408.0,nan
991,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Digestive Health Oral Liquid,10ml*12 vials,Box,20.0,44.04,880.8,"Jichuan Pharmaceutical Group Co., Ltd.",Negotiation Table,10100299.0,2021.04.13,Chen Bin,13803862118.0,nan,Digestive Health Oral Liquid,10ml*6 vials,Jichuan Pharmaceutical,China Resources,44.03,nan,25% monthly return,0.25,1735.0,nan
992,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Jin Zhen Oral Liquid,10ml*8 vials,Box,50.0,43.28,2164.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100130.0,2019.06.10,He Jiahuan,18036636012.0,nan,Jin Zhen Oral Liquid,10ml*8 vials,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",43.28,253 boxes/month,"4.5 RMB per box, quarterly return, cash",,479.0,nan
993,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Kangfu Gel,3g*3 pieces,Box,30.0,33.38,1001.4,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100130.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
994,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,11.0,29.25,321.75,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100130.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
995,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Xingpi Capsules,0.3g*15粒*2板,Box,30.0,49.98,1499.4,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100372.0,2020.1.07,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Capsules,0.3g/piece,Guizhou Jianxing Pharmaceutical,China Resources,49.98,nan,Cash monthly return 30%,0.3,1685.0,nan
996,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Xingpi Yang'er Granules,2g*18 bags,Box,30.0,25.52,765.6,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Yang'er Granules,2g/18 bags,Guizhou Jianxing,China Resources,25.52,nan,"Cash monthly return, 3.6 yuan per box",,1533.0,nan
997,2022-09-23,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Abidol Hydrochloride Dispersible Tablets,0.1g*12 tablets,Box,10.0,72.0,720.0,"Hainan Xiansheng Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.12.22,Guo Yijun,18236756668.0,nan,Abidol Hydrochloride Dispersible Tablets,0.1g*12 tablets,Hainan Xiansheng,China Resources,72.0,nan,"Cash monthly return 37%, 27, Clinical 5 yuan",0.37,1676.0,nan
998,2022-09-23,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,100.0,42.77,4277.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
999,2022-09-23 08:52:14.0,9,Western medicine,Zhengzhou Software Network Company,Nerve Growth Factor for Injection,20μg(9000U),piece,10.0,158.17,1581.7,"Wuhan Haiti Biopharma Co., Ltd.",Negotiation Table,10200113.0,2019.10.14,Li Xiaoyu,15838372070.0,nan,Nerve Growth Factor for Injection,20ug,Wuhan Haiti Bio-Products,China Resources,158.17,nan,"Cash return of 35 yuan per vial, cash return at the end of the third month for the full rebate of the first month.",,1374.0,nan
1000,2022-09-23 10:40:27.0,9,Western medicine,Zhengzhou Software Network Company,Butorphanol Tartrate Injection,1ml:1mg,piece,200.0,36.52,7304.0,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10200113.0,2019.09.16,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,1ml:1mg,Jiangsu Hengrui,Guokong,36.52,"Starting from August 2021, 6%","Monthly cash return, invoice discount, 12% of the listed price, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1436.0,nan
1001,2022-09-23 10:40:27.0,9,Western medicine,Zhengzhou Software Network Company,Butorphanol Tartrate Injection,1ml:1mg,piece,200.0,36.52,7304.0,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10200113.0,2020.04.22,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,2ml*4mg,Jiangsu Hengrui,Guokong,105.21,"Starting from August 2021, 6%","Monthly cash return, invoice discount 12%, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1563.0,nan
1002,2022-09-23 10:43:49.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Butorphanol Tartrate Injection,1ml:1mg,piece,10.0,36.52,365.2,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10200113.0,2019.09.16,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,1ml:1mg,Jiangsu Hengrui,Guokong,36.52,"Starting from August 2021, 6%","Monthly cash return, invoice discount, 12% of the listed price, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1436.0,nan
1003,2022-09-23 10:43:49.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Butorphanol Tartrate Injection,1ml:1mg,piece,10.0,36.52,365.2,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10200113.0,2020.04.22,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,2ml*4mg,Jiangsu Hengrui,Guokong,105.21,"Starting from August 2021, 6%","Monthly cash return, invoice discount 12%, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1563.0,nan
1004,2022-09-23 10:50:12.0,9,Western medicine,Zhengzhou Software Network Company,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,15.0,60.0,900.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200113.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
1005,2022-09-23 10:50:12.0,9,Western medicine,Zhengzhou Software Network Company,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,45.0,60.0,2700.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200113.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
1006,2022-09-23 11:25:45.0,9,Western medicine,Zhengzhou Software Network Company,Progesterone Capsules,50mg*10 tablets*2 strips,Box,600.0,26.63,15978.0,"Zhejiang Xianju Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2019.06.25,Pu Bojun,18595678999.0,nan,Progesterone Capsules,50mg*20s,Zhejiang Xianju,"State Control, CRHC",27.66,Small quantity,"Rebate supply price 34%, invoice discount, quarterly rebate",0.34,429.0,nan
1007,2022-09-23 11:25:45.0,9,Western medicine,Zhengzhou Software Network Company,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,10.0,20.42,204.2,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
1008,2022-09-23 11:25:45.0,9,Western medicine,Zhengzhou Software Network Company,Calcium Acetate Granules,0.6g*12 bags (sugar-containing type),Box,200.0,54.0,10800.0,"Kunming Bangyu Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2020.07.02,Wu Xiaofang,18237107185.0,nan,Calcium Acetate Granules,0.6g*12 bags/box*200 boxes/piece,"Kunming Bangyu Pharmaceutical Co., Ltd.",Guokong,54.0,nan,"27%, cash, monthly return, 30% newly signed in December 2020",0.3,158.0,nan
1009,2022-09-23 12:32:20.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,200.0,20.42,4084.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
1010,2022-09-23 13:10:09.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Shennong Pain Relief Plaster,(10cm*14cm)*10 pieces*1 bag,Box,100.0,51.4,5140.0,"Guangdong Zhanjiang Jimin Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.06.01,Zhong Xiu Chun,13903812048.0,nan,Shennong Pain Relief Plaster,10cm*14cm*10 pieces*1 bag,"Guangdong Zhanjiang Jimin Pharmaceutical Co., Ltd.",China Resources,51.4,nan,"Cash, monthly return, 20%",0.2,1610.0,nan
1011,2022-09-23 13:12:17.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Xizi Nasal Drops Pill,1.2g (43mg*28 pills)*9 bags,Box,20.0,42.5,850.0,"Sichuan Zikushan Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.07.13,Zhen Bangze,13937103148.0,Guo Yanming: 18736031501,Xizi Nasal Drops Pill,1.2g*9 bags,Sichuan,China Resources,42.5,nan,"Cash, monthly return, 15%",0.15,1615.0,nan
1012,2022-09-23 13:12:17.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Sheduning Injection,10ml*6 vials,Box,18.0,201.6,3628.8,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2019.06.10,He Jiahuan,18036636012.0,nan,Sheduning Injection,10ml*6 vials,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",33.6,1380 pcs/month,"3.5 RMB per unit, quarterly return, cash",,814.0,nan
1013,2022-09-23 13:15:23.0,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,50.0,20.42,1021.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
1014,2022-09-23 13:15:23.0,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,20.0,17.0,340.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
1015,2022-09-23 13:15:23.0,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,200.0,29.25,5850.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
1016,2022-09-23 13:15:23.0,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Calcium Acetate Granules,0.6g*12 bags (sugar-containing type),Box,10.0,54.0,540.0,"Kunming Bangyu Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2020.07.02,Wu Xiaofang,18237107185.0,nan,Calcium Acetate Granules,0.6g*12 bags/box*200 boxes/piece,"Kunming Bangyu Pharmaceutical Co., Ltd.",Guokong,54.0,nan,"27%, cash, monthly return, 30% newly signed in December 2020",0.3,158.0,nan
1017,2022-09-23 13:19:39.0,9,Western medicine,Zhengzhou Meifang Road Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,600.0,20.42,12252.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
1018,2022-09-23 13:19:39.0,9,Western medicine,Zhengzhou Meifang Road Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,200.0,29.25,5850.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
